Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777893772,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2295,6,10000,7554.858017549465,5.133873997692717,15058.78396999833,82090.77995642701
1777893773,100,,Aggregated,18.900000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2312,6,10000,7551.894474257362,5.133873997692717,15058.78396999833,82042.6141868512
1777893774,100,,Aggregated,18.700000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2330,6,10000,7550.1742351764005,5.133873997692717,15058.78396999833,82097.29957081545
1777893775,100,,Aggregated,18.600000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2353,6,10000,7553.636364189973,5.133873997692717,15058.78396999833,82113.46451338717
1777893776,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2369,6,10000,7549.3421078049805,5.133873997692717,15058.78396999833,81965.87674124102
1777893777,100,,Aggregated,18.900000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2383,6,10000,7556.281404496015,5.133873997692717,15058.78396999833,82023.22450692405
1777893778,100,,Aggregated,18.800000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2408,6,10000,7552.952726992107,5.133873997692717,15058.78396999833,81971.60049833887
1777893779,100,,Aggregated,18.600000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2426,6,10000,7559.117973129842,5.133873997692717,15058.78396999833,82288.4567188788
1777893780,100,,Aggregated,18.700000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2444,6,10000,7558.105763013912,5.133873997692717,15058.78396999833,81815.90507364976
1777893781,100,,Aggregated,18.700000,0.000000,10000,10000,11000,11000,11000,12000,13000,14000,15000,15000,15000,2465,6,10000,7555.050849319677,5.133873997692717,15058.78396999833,82029.31034482758
